trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
243,False,"{'a': 0.5, 'e': 0.5215638619118831}",30,19,17.056622533984243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.8667670910519801}",25,1,-143.22784593918303,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 2}",1
245,False,"{'a': 0.5, 'e': 0.9997555067434422}",30,16,-2.141774343200563,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.8879689066918555}",25,0,-223.36437860813083,"{0: 12, 1: 5, 2: 3, 3: 1, 4: 4}",0
247,False,"{'a': 0.5, 'e': 0.5587765492838215}",25,0,-45.952604730333405,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.09277620459766088}",25,12,20.376220924981155,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.39593899065726024}",25,15,12.17971862439428,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.7877145121442345}",25,0,-113.93379604451947,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
251,False,"{'a': 0.5, 'e': 0.9866300485542645}",25,0,-54.27888072763405,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.9439841391523142}",25,0,-131.97583336460656,"{0: 12, 1: 6, 2: 4, 3: 2, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.6702179898880674}",20,0,-58.71794719452164,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.23235910202965793}",20,0,-20.712004013669294,"{0: 14, 1: 5, 2: 0, 3: 1, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.2623893978125999}",25,6,17.028430260023462,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.6928958219201651}",30,0,-60.29891488607953,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.953757183235068}",25,0,-126.85610741905447,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
258,False,"{'a': 0.5, 'e': 0.9811055226493881}",20,0,-114.37846943403055,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
259,False,"{'a': 0.5, 'e': 0.7682450128678183}",20,0,-85.82129791536764,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.3672913304546965}",30,6,15.850387100728792,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.12358807938670624}",25,14,9.483354373005321,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.5842088171092893}",30,0,-4.940444807510309,"{0: 24, 1: 5, 2: 1, 3: 0, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.9017948614087224}",25,0,-48.51887681008963,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.9985900724399912}",25,0,-158.81961535325922,"{0: 10, 1: 4, 2: 9, 3: 1, 4: 1}",0
265,False,"{'a': 0.5, 'e': 0.8508956066916382}",25,0,-154.922933532049,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
266,False,"{'a': 0.5, 'e': 0.4948722204034305}",25,0,-14.509432396086808,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.01768685528840119}",30,7,40.36582106984212,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.4638288688518717}",25,0,-40.07463372708064,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.8317831092998796}",25,0,-68.50570594207888,"{0: 13, 1: 6, 2: 6, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.9960878351411849}",20,0,-79.18005320925855,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.916515519162193}",20,0,-95.83467862827534,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.6125482394960996}",30,10,-5.65642400578075,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.15860778743465642}",25,5,37.482924279318546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.33416538263076073}",20,0,-67.85107141048415,"{0: 13, 1: 5, 2: 0, 3: 1, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.7451232126030157}",20,12,-12.954463942359833,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.9736488930495181}",25,0,-100.67926789189478,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
277,False,"{'a': 0.5, 'e': 0.9637913672852274}",25,0,-193.40561284506705,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
278,False,"{'a': 0.5, 'e': 0.717964101410472}",20,11,5.012778498138267,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.2963541836370153}",25,20,9.560831905313627,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.19781357400426822}",20,12,11.082067207902654,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.6435496697397284}",25,3,-117.35504047267027,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 2}",1
282,False,"{'a': 0.5, 'e': 0.9317223617435201}",25,0,-144.80792453894682,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
283,False,"{'a': 0.5, 'e': 0.9917769246391254}",20,0,-89.32829614393516,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
284,False,"{'a': 0.5, 'e': 0.8090099069535975}",30,0,-87.9833769349381,"{0: 18, 1: 7, 2: 4, 3: 0, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.428169048838935}",25,6,2.0849492371474123,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05750252534912421}",20,12,17.960900062335888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.529095475861036}",20,4,-50.90842242029124,"{0: 10, 1: 3, 2: 1, 3: 2, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.8711474010323434}",30,0,-192.073837786818,"{0: 16, 1: 2, 2: 8, 3: 2, 4: 2}",0
289,False,"{'a': 0.5, 'e': 0.9999120601031718}",25,0,-69.63253220236469,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.8838633737085002}",25,0,-27.695101165937494,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.5514141076171752}",20,8,-20.85285033767017,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.08395943674184847}",20,8,12.327128437222726,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.40405143243560715}",25,18,5.616038633777418,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.7931364191664784}",35,16,-104.63355470838935,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 2}",1
295,False,"{'a': 0.5, 'e': 0.988033948885742}",25,0,-170.1090906925768,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
296,False,"{'a': 0.5, 'e': 0.9410263090291437}",20,5,-106.76203018068033,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 2}",1
297,False,"{'a': 0.5, 'e': 0.6636226092823331}",35,11,-72.8627723467124,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 1}",1
298,False,"{'a': 0.5, 'e': 0.22374095013558368}",35,7,43.474346384427754,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.2709202968427898}",20,10,13.818312440783803,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.6992508064783751}",25,0,-72.82709284990266,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
301,False,"{'a': 0.5, 'e': 0.9563803314636136}",25,0,-185.48798191664193,"{0: 13, 1: 3, 2: 4, 3: 3, 4: 2}",0
302,False,"{'a': 0.5, 'e': 0.9793545963764285}",20,0,-135.40610910788368,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.7625486999106625}",20,0,-61.24366975068107,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
304,False,"{'a': 0.5, 'e': 0.35904428689111606}",30,2,1.87991148707284,"{0: 23, 1: 4, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.13236668966664739}",25,13,19.315512957604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.5913696841443247}",20,0,-2.6216230966395235,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
307,False,"{'a': 0.5, 'e': 0.9055847552047066}",20,0,-61.23381856379885,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.9980810948185003}",20,0,-30.454486328166865,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.8462123731256282}",20,0,-129.6885151362808,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
310,False,"{'a': 0.5, 'e': 0.48716134980334147}",25,13,10.273752936030824,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.008836237703148543}",30,13,28.58926515009046,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.47165229356133864}",25,12,-5.526811759662152,"{0: 9, 1: 4, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.836663893913208}",20,0,-50.380910687052555,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.9968309933617175}",30,0,-130.77227656075138,"{0: 18, 1: 2, 2: 9, 3: 0, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.9129390999389944}",25,0,-91.5805115995294,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
316,False,"{'a': 0.5, 'e': 0.6055278749869898}",30,0,-59.112193960971695,"{0: 19, 1: 10, 2: 0, 3: 0, 4: 1}",0
317,False,"{'a': 0.5, 'e': 0.1498623077152374}",30,14,25.249237212940404,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.34249477911590703}",20,9,-0.2125225067418024,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.7509971990964674}",30,0,-54.39686050300323,"{0: 22, 1: 6, 2: 1, 3: 0, 4: 1}",0
320,False,"{'a': 0.5, 'e': 0.9756293127952373}",20,0,-40.03052897586773,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.9613933444599089}",25,0,-81.2406154441171,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.7117747556357236}",20,0,-13.5065648507408,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
323,False,"{'a': 0.5, 'e': 0.2878888826194756}",25,3,11.647232421904313,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.2064822293378111}",25,16,16.91937647734718,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.6502992902336991}",20,0,-33.35526061409419,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.9349004048997503}",30,6,-21.901348790779522,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.9906052946548402}",30,0,-168.80105609730566,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
328,False,"{'a': 0.5, 'e': 0.803775459710974}",25,0,-133.67374308897215,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
329,False,"{'a': 0.5, 'e': 0.4201533595806971}",25,4,-27.131525461594126,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.06633693633562374}",20,12,9.957673926277426,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.5365856366554476}",20,7,-69.9048828446415,"{0: 6, 1: 5, 2: 0, 3: 1, 4: 1}",1
332,False,"{'a': 0.5, 'e': 0.875459459043705}",20,0,-134.052804062012,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
333,False,"{'a': 0.5, 'e': 0.9999902731420214}",20,0,-44.611481795031466,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
334,False,"{'a': 0.5, 'e': 0.8796885924951523}",20,0,-46.759802558517066,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.5440084641932424}",30,3,-58.87493657877175,"{0: 18, 1: 7, 2: 1, 3: 0, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.07513609089835323}",20,5,28.969511349908178,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.41213221791123295}",30,4,-42.49150168542461,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.7984961861625556}",35,0,-127.88328454670192,"{0: 23, 1: 4, 2: 4, 3: 3, 4: 1}",0
339,False,"{'a': 0.5, 'e': 0.989360439513222}",20,0,-55.88794891642629,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
340,False,"{'a': 0.5, 'e': 0.9379947521194415}",20,0,-57.359313074659184,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.6569752356961871}",20,0,-33.62772682319504,"{0: 11, 1: 7, 2: 2, 3: 0, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.21510526876214117}",20,6,6.403749908198174,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.2794299700233931}",20,9,11.415063015597443,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.7055510066862999}",20,0,-27.38219861844891,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
345,False,"{'a': 0.5, 'e': 0.958928549960796}",25,0,-121.47242674092406,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
346,False,"{'a': 0.5, 'e': 0.9775269404025313}",30,0,-158.4857411990856,"{0: 16, 1: 1, 2: 11, 3: 1, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.7567926433898263}",25,13,-14.483537994963637,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.3507691132091307}",20,12,-1.4117594704256762,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.14113492938566014}",30,15,33.145741365472986,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.5984842190140996}",25,0,-54.86567726416781,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.9093036989610448}",35,0,-192.34163499597054,"{0: 23, 1: 1, 2: 6, 3: 2, 4: 3}",0
352,False,"{'a': 0.5, 'e': 0.9974939203271522}",20,0,-61.43904561081123,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
353,False,"{'a': 0.5, 'e': 0.8414628411805024}",30,0,-149.7557831280987,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
354,False,"{'a': 0.5, 'e': 0.47941231147032193}",20,1,9.68767287515611,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 1.50721766814562e-05}",20,6,29.228722419602818,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,0,48.17959431023075,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",25,7,31.9612572065364,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,12,25.738406453916532,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,16,15.687588817666182,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,13,25.763134167334798,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,10,24.895286656703686,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,27,16.488767332840148,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,14,19.110738290301253,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,11,17.358628908158625,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,11,27.419162691854993,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
